Term,fdr,es,nes,lead_genes,subset
Cholesterol Homeostasis,0.12923645076824267,0.3313672128997279,1.2675158499088117,LGALS3;CYP51A1;PLAUR;CLU;IDI1;GUSB;MVD;STARD4;FBXO6;ABCA2;SREBF2;CTNNB1;CXCL16;SC5D;GSTM2;ETHE1;PNRC1;LSS;ATF5;DHCR7;FADS2;HMGCS1;ACAT2;ANXA5,age_changes_CD56bright_NK_02202026
Mitotic Spindle,0.13610892590439055,0.2696266023226186,1.2485769683659826,PCGF5;VCL;FLNA;TUBA4A;MYH9;PXN;CAPZB;ARHGEF3;NEDD9;ARAP3;CEP72;ARHGAP10;NET1;SPTAN1;LATS1;BCL2L11;RASA2;WASL;EZR;LLGL1;PIF1;CNTROB;CEP250;TUBGCP6;SUN2;RHOT2;ARHGDIA;PRC1;NF1;MAPRE1;CLIP2;PDLIM5;CENPJ;LRPPRC;CDC42;TAOK2;STAU1;NCK1;MYH10;CDC42BPA;ACTN4;NUMA1;NIN;RICTOR;FGD4;DOCK2;ABI1;INCENP;TUBGCP2;EPB41L2;CDC42EP1;ALS2;KIF3B,age_changes_CD56bright_NK_02202026
Protein Secretion,0.14063314834027746,0.3028818589655929,1.2389281867576174,TMED10;AP2B1;VAMP4;PPT1;TMED2;TPD52;ANP32E;RAB9A;STAM;VAMP7;SGMS1;PAM;YKT6;STX12;ARF1;M6PR;NAPA;CLTC;SCRN1;VAMP3;AP3S1;IGF2R;GOLGA4;MON2;AP3B1;ADAM10;RAB5A,age_changes_CD56bright_NK_02202026
Pperoxisome,0.14582406995701794,0.30038851742498335,1.2280430146786256,PABPC1;ATXN1;SOD2;HSD17B11;ABCB1;ELOVL5;DHRS3;IDI1;CNBP;MVP;SLC25A4;ACSL1;FADS1;ABCD2;LONP2;CRAT;ACSL4;PRDX1;PEX5;ESR2,age_changes_CD56bright_NK_02202026
Myogenesis,0.24505655131527168,0.26666578306523303,1.1438953454977563,PRNP;COL6A2;MYH9;CFD;ATP6AP1;CLU;LSP1;PDLIM7;TPM3;SPTAN1;SIRT2;ACSL1;SORBS3;MAPRE3;ABLIM1;RB1;DAPK2;LPIN1;PDE4DIP;KIFC3;CRAT;APP;CD36,age_changes_CD56bright_NK_02202026
Bile Acid Metabolism,0.24727888320735142,0.27689414563924436,1.125295985835178,ATXN1;HSD17B11;NPC1;IDI1;ACSL1;ABCA2;SLC22A18;GCLM;AMACR;FADS1;ABCD2;LONP2;PEX19;RETSAT;FADS2;ABCD1;NEDD4;OPTN;ALDH1A1;ABCD3;PAOX;APOA1;ACSL5;PHYH;NR1I2,age_changes_CD56bright_NK_02202026
Hedgehog Signaling,0.2532642942861104,0.37747789860502623,1.127068196074898,ADGRG1;MYH9;CDK6;CDK5R1;NF1,age_changes_CD56bright_NK_02202026
Apical Surface,0.2551553776987303,0.3448933184788583,1.1313063459802717,FLOT2;PLAUR;CD160;CRYBG1;IL2RB;NCOA6;ADIPOR2;APP;GAS1;ADAM10;AFAP1L2;MDGA1;GSTM3,age_changes_CD56bright_NK_02202026
Glycolysis,0.29242626352452944,0.24108426617668674,1.0847416438158388,VCAN;GNPDA1;CITED2;PKM;ENO2;TKTL1;DDIT4;ALDOA;AK3;CXCR4;TGFA;GUSB;TGFBI;GFPT1;KIF2A;MIF;PAM;PLOD1;PRPS1;LDHA;GYS1;GOT1;CHPF2;BIK;ECD;EXT2;PFKP;FKBP4;GMPPB;HSPA5;HDLBP;SLC37A4;IL13RA1;PHKA2;CD44,age_changes_CD56bright_NK_02202026
Xenobiotic Metabolism,0.2991116141405159,0.24879666781006612,1.0861077610651484,AKR1C3;TNFRSF1A;MT2A;NPC1;ELOVL5;DHRS7;CYFIP2;MAN1A1;ALDH2;NDRG2;FBP1;SSR3;UPP1;KYNU;SLC6A6;HMOX1;FAS;CES1;ABCD2;ACO2;SLC46A3;PTGDS;CD36;PDLIM5;SLC1A5;AHCY;PMM1;TMEM176B;GABARAPL1;GSS;ALAS1;RETSAT,age_changes_CD56bright_NK_02202026
Adipogenesis,0.3508893910423547,-0.24623456214593012,-1.1484987708642322,ECH1;DGAT1;UQCRQ;ECHS1;UCP2;ATP5PO;MRPL15;SUCLG1;CDKN2C;NMT1;GBE1;ESRRA;ETFB;VEGFB;DDT;COX8A;COX7B;SOD1;SDHC;MGST3;COQ5;POR;GPD2;DNAJC15;TST;RMDN3;ACADS;ELOVL6;REEP6;NABP1;HIBCH;PTCD3;DHRS7B;COQ9;PPP1R15B;ELMOD3;AK2;ESYT1;UQCR10;HADH;ARL4A;GHITM;IDH3G;ACAA2;JAGN1,age_changes_CD56bright_NK_02202026
PI3K/AKT/mTOR  Signaling,0.3565444116113332,-0.2657677976158757,-1.127863041751484,IL2RG;SLA;PTEN;MAPK9;CSNK2B;THEM4;VAV3;ARPC3;HRAS;GRK2;RPS6KA3;MKNK1;CAMK4;TSC2;MAPK8;PRKAG1;DDIT3;DAPP1;RIT1;AKT1,age_changes_CD56bright_NK_02202026
TGF-beta Signaling,0.38356799351063214,-0.2919083016062749,-1.0840810756749744,SMURF2;SERPINE1;CDK9;FURIN;ARID4B;TRIM33;SMAD7;FNTA;ID3;BMPR2;ENG;PPP1R15A;HDAC1;TGFB1,age_changes_CD56bright_NK_02202026
Fatty Acid Metabolism,0.4005936701921406,-0.23590028394940293,-1.0625603863256856,ECH1;YWHAH;HSD17B10;ECHS1;RDH11;NTHL1;PDHA1;SUCLG1;ECI1;MCEE;SDHC;SDHD;ACAA1;EPHX1;GPD2;OSTC;HSP90AA1;ACADS;HADHB;GCDH;PDHB;REEP6;HIBCH;ACSS1;NSDHL;GSTZ1;MDH1,age_changes_CD56bright_NK_02202026
G2-M Checkpoint,0.41508778028854515,-0.23018693406672647,-1.085415559882285,MTF2;CKS2;UPF1;CDKN2C;UBE2S;NASP;KPNA2;E2F4;HNRNPD;PURA;CKS1B;EZH2;SMARCC1;SFPQ;NOLC1;JPT1;CASP8AP2;KIF5B;SMC4;SLC12A2;GSPT1;CHAF1A;CBX1;RBM14;BRCA2;SMC2;EFNA5;POLE;MCM3;PRMT5;KIF20B;CHMP1A;FOXN3;FBXO5;TOP2A;RPA2;MAPK14;SQLE;DDX39A;PDS5B;SRSF2;TNPO2;TGFB1;CUL3;RBL1;ABL1;CENPF;ARID4A;CCNF;STAG1;KMT5A;MCM2;NDC80;PAFAH1B1,age_changes_CD56bright_NK_02202026
KRAS Signaling Dn,0.9340778724143924,-0.18261937119575047,-0.7516681726514299,IFI44L;LFNG;CHST2;STAG3;YPEL1,age_changes_CD56bright_NK_02202026
Spermatogenesis,0.9703260410717389,-0.19833056733676635,-0.8197841249007012,CSNK2A2;SIRT1;RPL39L;PGS1;EZH2;RFC4;CAMK4;SLC12A2;TLE4;IFT88;STAM2,age_changes_CD56bright_NK_02202026
Pancreas Beta Cells,0.9842980473955617,-0.2744037710508218,-0.7638528995438469,SEC11A;AKT3;SRPRB;SRP9;SRP14;ELP4,age_changes_CD56bright_NK_02202026
Myogenesis,0.0015403323875152006,0.4294684520727902,1.7905461302311385,IGFBP3;PRNP;CLU;SORBS3;FKBP1B;ITGB1;MYO1C;FXYD1;PFKM;MYH9;GNAO1;COL6A2;SGCD;SH2B1;CRAT;MAPRE3;KIFC3;HDAC5;ITGB4;ACSL1;TPM3;LARGE1;SYNGR2;PDLIM7;CD36;WWTR1;ATP6AP1;RB1;SPTAN1;PDE4DIP;CFD;BHLHE40;FLII;NCAM1;DAPK2;ADCY9,age_changes_CD56dim_NK_02202026
Apoptosis,0.0015403323875152009,0.4413264869440884,1.85109540478348,F2R;ENO2;CDC25B;TSPO;CLU;LGALS3;IFNGR1;FAS;CD2;PPT1;MADD;SOD2;TGFBR3;CD44;CASP1;BNIP3L;BCL2L11;LMNA;CD14;ETF1;RHOB;RETSAT;PEA15;CTH;BCL10;TIMP1;DNAJC3;PDGFRB;SPTAN1;HSPB1;GNA15;ISG20;PLCB2;DPYD;RELA;CDKN1B;SAT1;ANXA1;HMGB2;CTNNB1,age_changes_CD56dim_NK_02202026
Coagulation,0.0015403323875152009,0.46436109578264967,1.8049360572363948,CTSH;F8;CLU;CAPN2;SERPINA1;CFH;CSRP1;PRSS23;ADAM9;C1R;CTSB;USP11;LTA4H;LRP1;CPQ;TIMP1;WDR1;CRIP2;F12;CFD;APOA1;ANXA1;C1QA;F2RL2;C8G;BMP1;PDGFB;LAMP2;FYN;MMP9;S100A13;SERPING1;CTSK;PREP;A2M,age_changes_CD56dim_NK_02202026
Interferon Alpha Response,0.0018949861823924202,-0.49151267121361564,-1.9254143441630607,USP18;NMI;IFI35;SAMD9L;PLSCR1;EPSTI1;IRF7;IRF9;MX1;SAMD9;IFI44L;ISG15;IFI44;SP110;OAS1;PARP14;PSMA3;PSMB8;SELL;PSME2;IFI27;LY6E;LGALS3BP;RSAD2;BST2;HERC6;UBE2L6;RTP4;IRF2,age_changes_CD56dim_NK_02202026
heme Metabolism,0.0023104985812728014,0.43518855526617584,1.882200614500795,PRDX2;DMTN;MKRN1;EIF2AK1;OPTN;BNIP3L;SIDT2;GDE1;ISCA1;SEC14L1;CTSB;RIOK3;FN3K;FOXJ2;ASNS;RNF19A;TCEA1;FBXO7;VEZF1;ADIPOR1;MXI1;ALAD;NCOA4;NFE2L1;LRP10;FECH;ARL2BP;TRAK2;NFE2;NUDT4;GMPS;ENDOD1;BPGM;CIR1;DCAF11;CAST;RCL1;EPOR;BLVRA;BLVRB;AGPAT4;KDM7A;SDCBP;SYNJ1;TMCC2;MGST3;CDR2;AQP3;HTATIP2;EPB41;NARF;BSG;ALDH6A1;ACSL6;TENT5C;LAMP2;GAPVD1;CTNS;CA2;USP15,age_changes_CD56dim_NK_02202026
Epithelial Mesenchymal Transition,0.0030806647750304017,0.4613864726286054,1.933743812177155,IGFBP3;VIM;ENO2;PLOD3;CADM1;SGCB;VCAN;FLNA;FAS;PLOD1;ITGB1;TGFBR3;CD44;LGALS1;MYL9;COL6A2;ACTA2;SGCD;GLIPR1;WIPF1;RHOB;AREG;LRP1;TIMP1;COPA;PDGFRB;TGFBI;PLAUR;MAGEE1;CD59;SAT1;VCAM1;PCOLCE;PFN2;NOTCH2;QSOX1;CXCL8,age_changes_CD56dim_NK_02202026
Hypoxia,0.005647885420889069,0.3954351948313264,1.7016430592624827,IGFBP3;ENO2;PFKP;ERRFI1;MT1E;BCL2;BNIP3L;NDRG1;PLIN2;HK1;MYH9;ANXA2;VLDLR;FAM162A;GPI;VHL;SLC37A4;LARGE1;CXCR4;S100A4;PFKL;TPD52;MXI1;TGFBI;ALDOA;SLC25A1;PGM1;AMPD3;ISG20;MIF;PLAUR;BHLHE40;DDIT4;KLHL24;HSPA5;CDKN1B;PNRC1;MT2A;PDK1;GYS1;P4HA1;TKTL1;PFKFB3;ALDOC;CITED2;CDKN1A,age_changes_CD56dim_NK_02202026
Androgen Response,0.015788406972030808,0.41243274556573106,1.5953785258179318,CDC14B;UBE2J1;INPP4B;INSIG1;XRCC6;FADS1;ELOVL5;NDRG1;UAP1;ADAMTS1;ABCC4;PDLIM5;PIAS1;ABHD2;SEC24D;ARID5B;TPD52;B4GALT1;LMAN1;NCOA4;HPGD;MAF;HSD17B14;SAT1;STEAP4;DHCR24;FKBP5;RAB4A;APPBP2;CDK6;ANKH;ACTN1;ITGAV;CAMKK2,age_changes_CD56dim_NK_02202026
Apical Junction,0.016063466326944234,0.3825143370517654,1.6083496881662993,CTNNA1;ADAM15;VCAN;EXOC4;SORBS3;INSIG1;ITGB1;ZYX;MYH9;MYL9;MVD;CERCAM;ADAM9;CRAT;MPP5;SIRPA;ITGB4;CNN2;PIK3CB;BAIAP2;ARHGEF6;PLCG1;VCL;TRAF1;B4GALT1;SGCE;TGFBI;NRTN;MPZL1;LAYN;VCAM1;CDK8;SHC1;MSN;GTF2F1;CD274;WASL;FSCN1;SYMPK;MAP4K2,age_changes_CD56dim_NK_02202026
Cholesterol Homeostasis,0.019510876908525876,0.4284979652210279,1.570195588802991,ANXA5;ERRFI1;CLU;LGALS3;DHCR7;MVD;SREBF2;ACSS2;ANTXR2;LSS;GUSB;ABCA2;ETHE1;CYP51A1;PLAUR;FDFT1;CXCL16;CTNNB1;FADS2;FASN;ALCAM;PNRC1;LDLR,age_changes_CD56dim_NK_02202026
Allograft Rejection,0.02048642075395217,0.36033177744641437,1.558742873082992,F2R;CDKN2A;HLA-DMA;HLA-DQA1;IRF4;SIT1;FLNA;IFNGR1;FAS;RIPK2;IL7;CD2;CD8A;IL4R;HLA-DRA;CD8B;CD40;CCR5;MAP4K1;NCF4;TAPBP;CD96;SPI1;CTSS;CD4;BCL10;TIMP1;HIF1A;HCLS1;NLRP3;CCL5;TPD52;IL12A;CD74,age_changes_CD56dim_NK_02202026
Glycolysis,0.021984744076353317,0.36112080792528023,1.5447853676791103,IGFBP3;ENO2;PFKP;PKM;VCAN;PLOD1;B3GAT1;ECD;CD44;AK3;VLDLR;GNPDA1;PYGL;GOT2;FAM162A;DLD;CTH;SLC37A4;CHPF2;CXCR4;GNE;MXI1;B4GALT1;NANP;GFPT1;TGFBI;ALDOA;GUSB;ARPP19;IL13RA1;PGAM1;EXT2;ISG20;MIF;DDIT4;HSPA5;PYGB;DSC2;SLC25A13;QSOX1;GYS1;P4HA1;TKTL1;HS2ST1;AGL;CITED2,age_changes_CD56dim_NK_02202026
TNF-alpha Signaling via NF-kB,0.024289856880047395,0.3511551073568104,1.5174700178075282,MSC;SERPINB8;RIPK2;SOD2;CD44;TNIP1;LITAF;CLCF1;BCL6;RHOB;AREG;PDLIM5;PER1;BCL2A1;KYNU;CCL5;TRAF1;B4GALT1;PHLDA1;G0S2;PLAUR;BHLHE40;RELA;TRIB1;SAT1;MXD1;DUSP4;PANX1;SLC2A6;TANK;ETS2;PNRC1;LDLR;TRIP10;TNFAIP2;IL7R;CXCL2;TNF;PFKFB3;MAP3K8;IFNGR2;IL6ST;CDKN1A;RELB;TUBB2A;NINJ1;ZC3H12A;CSF1;PTGER4;MCL1;CEBPB;TNFAIP3;IL15RA;DRAM1;DUSP2;EGR2;MAP2K3;SPHK1;EGR3;BTG1;TNFRSF9;SOCS3;IL18;IFIT2;STAT5A;SQSTM1;TAP1;TGIF1;NFKBIE,age_changes_CD56dim_NK_02202026
Adipogenesis,0.025415484394000813,0.3534063015254621,1.5198992569126897,TOB1;RAB34;GPAT4;BAZ2A;SLC5A6;IFNGR1;RNF11;DHCR7;PLIN2;RIOK3;BCL6;NDUFA5;SLC1A5;G3BP2;BCL2L13;CRAT;RETSAT;GPHN;FAH;CD302;ADIPOR2;DLD;CHCHD10;EPHX2;LTC4S;TKT;PFKL;PPM1B;CD36;SULT1A1;ALDOA;ACOX1;SLC25A1;CS;DLAT;CMPK1;PGM1;MIGA2;CD151;QDPR,age_changes_CD56dim_NK_02202026
Complement,0.030190514795297933,0.34546950979424135,1.4799961151020296,CTSH;SPOCK2;F8;ANXA5;CLU;LGALS3;LIPA;RBSN;SERPINA1;CFH;CASP1;S100A9;S100A12;VCPIP1;CSRP1;ADAM9;C1R;CTSB;LTA4H;LRP1;L3MBTL4;CTSS;CPQ;TIMP1;KYNU;GCA;PIK3R5;CCL5;FCN1;DGKH;CBLB;CD36;GMFB;PLAUR;PRDM4;CD59;HSPA5;PDP1;PRKCD;GZMK;C1QA;DOCK9;WAS;CD46;RNF4;CEBPB;PDGFB;LAMP2;CDA;TNFAIP3;FYN;F5;CD40LG;GATA3;CA2;USP15;USP14;S100A13;RAF1;SERPING1;CD55;CR1;PREP;TIMP2,age_changes_CD56dim_NK_02202026
Fatty Acid Metabolism,0.03135676646013087,0.3544762953818492,1.4830892398304147,ENO2;GLUL;SUCLG2;SLC22A5;ELOVL5;GABARAPL1;LGALS1;CRAT;PTPRG;RETSAT;ADIPOR2;DLD;ACSL1;LTC4S;SERINC1;ACADVL;HSD17B11;ALAD;CD36;ALDOA;ACOX1;HPGD;ALDH1A1;G0S2;SDHA;PCBD1;BCKDHB;D2HGDH;MIF;CBR3;PRDX6;ERP29;DHCR24;ACOT2;FASN;BPHL;HSDL2;S100A10;BLVRA;DLST;AUH;ACSL4;ODC1,age_changes_CD56dim_NK_02202026
IL-6/JAK/STAT3 Signaling,0.03298123465032547,0.38401222417740144,1.4580682573559849,TNFRSF1B;IFNGR1;FAS;IL7;IL4R;CD44;STAT3;CSF3R;CD14;PIK3R5;CD36;IL17RA;LEPR;ITGA4;IL13RA1;PTPN1;PTPN11;TNF;CSF2RA;MAP3K8;MYD88;IFNGR2;STAT1;IL6ST;TYK2;CSF1;IL12RB1;IL15RA,age_changes_CD56dim_NK_02202026
Estrogen Response Late,0.03331982164572355,0.34217783009160396,1.445076265286491,TOB1;SERPINA1;TJP3;BCL2;SLC22A5;CD44;DHCR7;S100A9;ELOVL5;LSR;PERP;SLC7A5;RAB31;SLC1A4;DYNLT3;PRSS23;CACNA2D2;AREG;ABCA3;LARGE1;ABHD2;SLC29A1;SLC2A8;MYOF;PLK4;MAPT;ISG20;FDFT1;ALDH3B1;FKBP5;BLVRB;AFF1;IL6ST;SLC16A1;ITPK1;CKB;SCNN1A;DUSP2;CA2;TOP2A;CISH;EGR3;METTL3;AMFR;ATP2B4;MDK;SCARB1;RNASEH2A;ALDH3A2;FABP5;MICB;ADD3,age_changes_CD56dim_NK_02202026
Estrogen Response Early,0.03359850020267532,0.34586765710138445,1.4624047900495036,TOB1;SLC39A6;NADSYN1;GAB2;TJP3;BCL2;SLC22A5;CD44;DHCR7;CANT1;ELOVL5;SLC7A5;RAB31;SLC1A4;DYNLT3;PRSS23;AREG;MYBBP1A;ABCA3;LRIG1;ABHD2;ISG20L2;MYOF;B4GALT1;MAPT;BHLHE40;ENDOD1;FDFT1;ALDH3B1;ADCY9;FASN;FKBP5;AKAP1;BLVRB;AFF1;AQP3;IL6ST;MREG;SLC16A1;ABLIM1;ZNF185;ITPK1;UGCG;SVIL;MED24;SCNN1A,age_changes_CD56dim_NK_02202026
Oxidative Phosphorylation,0.03434662455586262,-0.35783232561715883,-1.552941756648577,TIMM8B;ECH1;SLC25A11;ATP6V1D;FXN;ATP5F1C;PDHA1;TIMM13;NDUFB3;NDUFA7;HSD17B10;MRPS11;NDUFB5;SUCLG1;PDHB;MRPS12;ETFA;SLC25A20;MTX2;NDUFS2;SDHD;ACADM;ACAA2;MDH1;ATP5PF;NDUFA2;COX7B;BDH2;NDUFB8;ATP5PO;NDUFA8;NDUFA9;NDUFB1;NDUFC2;COX17;MRPL15;ATP6V1E1;ATP5MC1;TIMM10;NDUFS8;CYCS;POLR2F;NDUFS4;ATP1B1;ATP6V0E1;NDUFB4;ETFB;UQCR10;MRPL34;ATP5MF;NDUFB2;ECI1;HCCS;COX7A2L;ATP5MC3;FH,age_changes_CD56dim_NK_02202026
Bile Acid Metabolism,0.034620804138436885,0.3714554529760669,1.4295591508500907,FADS1;OPTN;PFKM;NR3C2;PEX16;ABCD2;RETSAT;ABCA3;ACSL1;EPHX2;ATXN1;SLC29A1;HSD17B11;ALDH1A1;ABCA2;PEX26;APOA1;DHCR24;FADS2;AQP9;HACL1;PHYH;PEX1;ACSL5;LONP2;CYP46A1;ALDH9A1;GSTK1;ABCA5;IDI1;CYP27A1;PIPOX,age_changes_CD56dim_NK_02202026
Pperoxisome,0.034914200783677886,0.37360256927309343,1.4467316901644873,CADM1;TSPO;PRDX1;SOD2;FADS1;ELOVL5;PABPC1;ABCD2;MVP;CRAT;RETSAT;BCL10;ACSL1;EPHX2;ATXN1;HSD17B11;PEX5;ACOX1;ALDH1A1;CNBP;ABCC5;DHCR24;SIAH1;NUDT19;ERCC3;ACSL4;IDE;PEX14;DLG4,age_changes_CD56dim_NK_02202026
Mitotic Spindle,0.036351844345358736,0.33157535094125656,1.4295867872483052,PCGF5;FLNA;PALLD;KIF22;DYNC1H1;TUBGCP6;LLGL1;MYH9;BCL2L11;KIF1B;PDLIM5;KIF3C;EZR;ARHGAP10;LATS1;VCL;OPHN1;PXN;SUN2;SPTAN1;SSH2;PRC1;ARHGAP5;NET1;STAU1;MAPRE1;TUBA4A;KIF20B;TBCD;WASL;FSCN1;CNTROB;NOTCH2;KIF3B;ABI1;MAP1S;LRPPRC;CCDC88A;INCENP;LMNB1;NUMA1;TUBGCP3;EPB41;TUBGCP2;BRCA2;BCR;ARHGEF7;ARHGAP4;MYH10;ITSN1;RHOT2;CLIP1;HOOK3;UXT;TOP2A;PCNT;SPTBN1;HDAC6;MAP3K11;CSNK1D;RACGAP1;ARHGEF11;CLASP1;KATNA1;ATG4B;CDC42EP1;ARAP3;KATNB1,age_changes_CD56dim_NK_02202026
mTORC1 Signaling,0.04284924641633194,0.3213423067825952,1.4027485735415448,PRDX1;FGL2;CCNG1;INSIG1;DHCR7;FADS1;ELOVL5;SLC7A5;SLC1A4;PSME3;HSP90B1;VLDLR;RPN1;CANX;SYTL2;ETF1;SLC1A5;HSPA9;GPI;LTA4H;YKT6;ASNS;ADIPOR2;CTH;SLC37A4;TCEA1;PSAT1;CXCR4;PFKL;SHMT2;ALDOA;GSK3B;NUP205;PGM1;SSR1;MCM4;CALR;CYP51A1;BHLHE40;DDIT4;QDPR;GGA2;GMPS;HSPA5;SRD5A1;TUBA4A;DHCR24;FADS2;LDLR;M6PR;PDK1;CFP;ACLY;P4HA1,age_changes_CD56dim_NK_02202026
Protein Secretion,0.04868789764015439,0.35138564287873053,1.3834170905381462,ATP1A1;PPT1;KIF1B;MON2;TMED2;YKT6;SEC24D;TPD52;LMAN1;ATP6V1H;RAB5A;VAMP7;ERGIC3;RAB14;TMED10;ANP32E;ARFIP1;AP3B1;M6PR;SGMS1;AP2B1;ARF1;STAM;CLTC;SEC31A;NAPA;ADAM10;SCAMP3;STX12;GALC;GBF1;LAMP2;TMX1;SNX2;SNAP23,age_changes_CD56dim_NK_02202026
p53 Pathway,0.05006080259424403,0.31606179693851455,1.3743424544782405,F2R;TOB1;CDKN2A;EPS8L2;CCNG1;FAS;CYFIP2;CASP1;AEN;SEC61A1;NDRG1;PERP;DDB2;CGRRF1;FAM162A;RETSAT;PPM1D;ITGB4;BAIAP2;KIF13B;S100A4;CTSF;GLS2;PMM1;CDKN2B;CD82;RB1;GM2A;ZNF365;DDIT4;CDKN2AIP;SAT1;MXD1;ABCC5;CCNK;RAD51C;S100A10;UPP1;CDKN1A;PRKAB1;NINJ1;NUDT15;ERCC5;ELP1;RPS27L;DRAM1;CEBPA;TSPYL2;PROCR;MDM2;ZFP36L1;ACVR1B;SPHK1;COQ8A;RALGDS;BTG1;SP1;ABHD4;RPL18;RRP8;TAP1;PITPNC1;ANKRA2;HMOX1;ISCU;ATF3;PVT1;PLXNB2;WWP1;XPC;RPL36;TXNIP;DGKA;HBEGF;STEAP3,age_changes_CD56dim_NK_02202026
Notch Signaling,0.052941176470588235,-0.45717609748678834,-1.42574234867812,DLL1;ARRB1;LFNG;NOTCH1;RBX1;HES1;DTX1,age_changes_CD56dim_NK_02202026
Xenobiotic Metabolism,0.06524407898546529,0.31005363461793983,1.3209308955104722,CES1;PTGDS;FAS;CYFIP2;ELOVL5;GABARAPL1;ABCD2;SLC1A5;AHCY;PDLIM5;RETSAT;PGD;FAH;KYNU;PMM1;SHMT2;CD36;ACOX1;ARPP19;SLC46A3;AQP9;ETS2;BPHL;MT2A;PTGES3;BLVRB;HACL1;PEMT;UPP1;AKR1C3;NINJ1;DHRS1;CDA;NDRG2;ALDH9A1;MCCC2;CA2;ALDH2;TMEM176B;PGRMC1;CYP27A1;PPARD;PDK4,age_changes_CD56dim_NK_02202026
Inflammatory Response,0.06581958778959185,0.3106279286283902,1.3290370553978086,CD70;TNFRSF1B;RIPK2;KCNA3;SLAMF1;IL4R;IL10RA;PROK2;CD40;CSF3R;KIF1B;CD14;TAPBP;BEST1;CYBB;C5AR1;FPR1;TIMP1;HIF1A;PIK3R5;NLRP3;CCL5;SLC7A1;CD82;GNA15;PTAFR;PLAUR;RELA;MXD1;AQP9;LDLR;ABI1;CXCL8;IL7R,age_changes_CD56dim_NK_02202026
Reactive Oxygen Species Pathway,0.06604945277665179,0.3869592767556623,1.3324598889638062,PRNP;PRDX2;PFKP;PRDX1;SOD2;SCAF4;PDLIM1;PTPA;MGST1;PRDX6,age_changes_CD56dim_NK_02202026
IL-2/STAT5 Signaling,0.06743232896455434,0.3044758200613212,1.3212728313670972,PRNP;TNFRSF1B;AHNAK;IRF4;FGL2;IFNGR1;BCL2;IL4R;IL10RA;CD44;SYT11;MYO1C;GABARAPL1;NDRG1;PLIN2;TWSG1;ANXA4;PLEC;PTCH1;SLC1A5;AHCY;RHOB;TNFRSF18;FAH;LRIG1;CDC42SE2;TRAF1;PRKCH;SYNGR2;PHTF2;PHLDA1;SNX9;CKAP4;BHLHE40;MXD1;NOP2;RABGAP1L;CYFIP1;ALCAM;CTLA4;F2RL2;P4HA1;MAP3K8;ODC1;TNFRSF4;POU2F1;FLT3LG;CSF1;NFKBIZ,age_changes_CD56dim_NK_02202026
Wnt-beta Catenin Signaling,0.0697986577181208,-0.4225358005480877,-1.4270373781623258,TP53;DLL1;NOTCH1;AXIN1;MYC;NOTCH4;CCND2;AXIN2;HEY2;TCF7;LEF1,age_changes_CD56dim_NK_02202026
Unfolded Protein Response,0.07106774946535649,0.32369797714657067,1.3057778776127358,BAG3;SRPRA;EEF2;SLC7A5;SLC1A4;HSP90B1;DCTN1;DCP1A;HSPA9;HYOU1;YWHAZ;ASNS;DNAJC3;PSAT1;XPOT;EXOSC10;SSR1;CALR;DDIT4;HSPA5;EIF4EBP1;SHC1;SLC30A5;SDAD1;ALDH18A1;PARN;NOP14;NPM1;SEC31A;MTHFD2;ZBTB17;HERPUD1;TUBB2A;CEBPB;POP4;ATF6;MTREX;EIF4G1;TSPYL2;NOLC1;EDC4;KDELR3;DNAJB9;PAIP1;ERO1A;EXOSC9;ERN1,age_changes_CD56dim_NK_02202026
Interferon Gamma Response,0.07921042242400315,-0.31234364250876506,-1.360062607788999,CD38;USP18;NMI;IFI35;SAMD9L;PLSCR1;EPSTI1;IRF7;GPR18;IRF9;IFNAR2;BANK1;MX1;TNFSF10;IFI44L;ISG15;IFI44;SP110;PARP14;PSMA3;PSMB8;PSME2;IFI27;PSMB2;LY6E;LGALS3BP;RBCK1;KLRK1;NFKB1;IFIT1;IRF8;RSAD2;OAS3;BST2;HERC6;XAF1;PIM1;SLAMF7;XCL1;UBE2L6;ST3GAL5;PSMA2;RTP4;IRF2;IFITM2;IL2RB;ARL4A;GZMA;SLC25A28;SRI;VAMP8;MX2;PSMB9;LYSMD2,age_changes_CD56dim_NK_02202026
DNA Repair,0.10904066324516384,-0.30855874093198904,-1.3050482663440872,GTF2H5;TP53;ADA;BOLA2;PDE6G;PCNA;POLR2H;TAF12;POLR2G;UMPS;RBX1;RPA2;DAD1;RPA3;ITPA;ZNRD1;NELFB;TSG101;RFC4;TAF10;RFC2;CSTF3;UPF3B;NME1;COX17;ALYREF;RAD51;SNAPC5;NUDT9;POLR2F;CETN2;ERCC1,age_changes_CD56dim_NK_02202026
TGF-beta Signaling,0.14049968980880942,-0.36081674788638846,-1.256217620656556,ID3;SMURF2;SMAD7;NOG;PMEPA1;SMAD1;SKIL;CDK9;TRIM33;FNTA;FURIN;TGFB1;FKBP1A;XIAP;TGFBR1;ID2;ENG;ID1;HDAC1;BMPR2;SERPINE1;SMURF1,age_changes_CD56dim_NK_02202026
