Term,fdr,es,nes,lead_genes,subset
Hedgehog Signaling,0.6718446601941748,-0.2307571087842472,-0.8722008094457026,TLE1;TLE3;CDK6;LDB1;MYH9;L1CAM;NF1;DPYSL2;AMOT,age_changes_B_ISGhi_02062026
IL-2/STAT5 Signaling,0.8230832292904526,0.2535853560310933,0.9939938879943164,GPX4;CDC42SE2;BCL2;CD86;AHCY;DCPS;CD48;ALCAM;RHOB;KLF6;CCND3;ODC1;FAM126B;POU2F1;XBP1;PLIN2;PRNP;ABCB1;MYO1C;BCL2L1;SERPINB6;SWAP70;CD83;MYO1E;CA2;PIM1;IL2RA;CKAP4;P4HA1;PLAGL1;TTC39B;GBP4;CD44;HIPK2;PTRH2;FLT3LG;LRRC8C;PLEC;RORA;DENND5A;MXD1;ETFBKMT;AGER;PRKCH;BATF;IRF8;IL10RA;FGL2;UMPS;IGF2R;CCND2;LRIG1;NDRG1;ADAM19;UCK2;IKZF2;BMPR2;FURIN;CST7;COCH;GALM;PLPP1,age_changes_B_ISGhi_02062026
UV Response Dn,0.8328776150023607,0.2605960617299926,0.9644296913468109,MGMT;MRPS31;MAP2K5;ANXA2;PDLIM5;AGGF1;NR1D2;PEX14;CDKN1B;TOGARAM1;CITED2;GCNT1;PRDM2;SCAF8;FYN;LAMC1;SIPA1L1;DUSP1;SFMBT1,age_changes_B_ISGhi_02062026
Mitotic Spindle,0.8403601137201221,0.2506874063864614,0.9709675502874412,EZR;MAP3K11;CDC27;KIF3B;TLK1;ARHGAP27;DOCK2;YWHAE;PDLIM5;BCL2L11;DYNC1H1;ARHGEF3;KLC1;TSC1;TUBGCP2;MARCKS;ARHGEF2;ACTN4;PPP4R2;CYTH2;ARFGEF1;GSN;NEDD9;MYO1E;RHOF;TUBD1;CLASP1;CLIP1;GEMIN4;MAPRE1;SYNPO;EPB41;PCM1;CEP192;RASA1;KIFAP3;FLNB;AKAP13;NDC80;SASS6;PCNT;BRCA2;PXN;LLGL1;KATNA1;TAOK2;TUBGCP5;MYO9B;RANBP9;FLNA;WASL;CSNK1D;SPTAN1;PCGF5;ARFIP2,age_changes_B_ISGhi_02062026
G2-M Checkpoint,0.8627697312763014,0.24843956860607777,0.9730929706770872,HNRNPU;HIF1A;MCM5;KPNB1;CDC27;HUS1;RAD21;HSPA8;SQLE;CUL4A;EWSR1;CKS1B;ODC1;DBF4;HMGN2;CCNT1;CDKN1B;CHAF1A;MARCKS;TRA2B;ATF5;CDK4;SMC2;ILF3;WRN;NASP;SRSF10;ARID4A;SYNCRIP;PML;SLC12A2;SNRPD1;POLE;CUL5;NDC80;MAP3K20;G3BP1;MT2A;BRCA2;RBL1;UPF1;KATNA1;CBX1;PURA;POLA2;TACC3;KNL1;KIF22;SS18;RPS6KA5;FOXN3;AMD1;MYBL2;SMARCC1;MCM2;UCK2;KMT5A;ORC6;GSPT1;ABL1,age_changes_B_ISGhi_02062026
Inflammatory Response,0.869413307551667,0.24692230627214196,0.933177633078399,TAPBP;IL6;HIF1A;SELENOS;CD82;ADRM1;CD48;RHOG;KLF6;TIMP1;NFKBIA;GCH1;BTG2;RAF1;CD14;IL15;PIK3R5;IRF1;LTA;CCL5;LCP2;ATP2A2;EBI3;PTPRE;CHST2;EMP3;TLR1;RASGRP1;LYN;RNF144B;MXD1;IL15RA,age_changes_B_ISGhi_02062026
PI3K/AKT/mTOR  Signaling,0.8754080235863957,0.2521820799507411,0.9405941882938005,SQSTM1;UBE2D3;PRKAR2A;HSP90B1;PTPN11;PIKFYVE;CALR;MAPKAP1;ACTR2;ITPR2;THEM4;UBE2N;AP2M1;CDKN1B;MKNK1;ATF1;RAF1;CDK4;RPTOR,age_changes_B_ISGhi_02062026
Myogenesis,0.9135516478888069,0.24747975926209834,0.905340482225341,ITGB1;HDAC5;LARGE1;PRNP;FHL1;TNNI2;MYO1C;AGL;GSN;LSP1;SSPN;CNN3;PDLIM7;SH2B1;GAA;MEF2D;FLII;AEBP1;FXYD1,age_changes_B_ISGhi_02062026
IL-6/JAK/STAT3 Signaling,0.9252485747378871,0.24973967957083507,0.8895635390734093,STAT3;IL6;PTPN11;STAT1;CD14;PIK3R5;IRF1;PIM1;IL2RA;STAM2;EBI3;IL12RB1;HMOX1;SOCS3;CD44;CSF2RB;IL15RA;IL6ST;IL10RB;FAS;IL17RA;IL7;IL13RA1;PF4,age_changes_B_ISGhi_02062026
Interferon Alpha Response,0.9278193113614825,0.23390793234541984,0.8762477114228545,TXNIP;PSME2;TRIM14;TRIM25;TMEM140;TRAFD1;IFIT3;IFIH1;GBP2;CASP1;TAP1;PSME1;DDX60;NCOA7;DHX58;UBA7;IL15;IRF1;PARP12;TDRD7,age_changes_B_ISGhi_02062026
Wnt-beta Catenin Signaling,0.9822049068126777,0.18502856569714304,0.5809700099238558,HDAC5;SKP2;AXIN1;CTNNB1;CSNK1E;CCND2;HDAC2;PSEN2;KAT2A;PPARD;TCF7;NOTCH1;FRAT1,age_changes_B_ISGhi_02062026
E2F Targets,0.9964085386850471,0.20902102367141864,0.8234882374488456,RPA1;PPM1D;MCM5;PSIP1;HUS1;RAD21;HMGB2;ANP32E;BRMS1L;EXOSC8;CKS1B;RAD1;CDKN1B;TRA2B;CBX5;DEK;XRCC6;CSE1L;POLD2;NUDT21;RAD51AP1;CDK4;ILF3;NASP;PHF5A;ORC2;SYNCRIP;NUP153;NME1;UBR7;POLE;NBN;ING3;NUP205;RAD50;BRCA2;ZW10;AK2;POLA2;RFC3;TACC3;CHEK2;NCAPD2;WEE1;GINS4;SHMT1;KIF22;PRDX4;CTPS1;MSH2;POLD1;TFRC;MLH1;MYBL2;SMC3;MCM2;RBBP7;ORC6;TIPIN;GSPT1;TUBB;RNASEH2A;MTHFD2;POLD3;MMS22L;RAN;HELLS,age_changes_B_ISGhi_02062026
Estrogen Response Late,0.9965473861551847,0.21292868260648126,0.8051735517607523,PDCD4;S100A9;BCL2;PPIF;DNAJC1;CHPT1;DYNLT3;LSR;LARGE1;XBP1;ZFP36;JAK1;SORD;ETFB;TSTA3;CA2;ALDH3A2;SLC2A8;ITPK1;FLNB;SLC9A3R1;RBBP8;GLA;HPRT1;SERPINA1;CD44;NXT1;ATP2B4;IL6ST;BATF;FABP5;FKBP5;UGDH;FKBP4,age_changes_B_ISGhi_02062026
Apical Surface,1.0,0.22657825720490438,0.6423033950287036,HSPB1;CRYBG1;ADAM10;LYN;AKAP7;ADIPOR2;FLOT2,age_changes_B_ISGhi_02062026
Androgen Response,1.0,0.19440956958225145,0.7037968255463105,LMAN1;IDI1;APPBP2;ADRM1;RAB4A;CCND3;PDLIM5;SORD;XRCC6;UAP1;ANKH;HMGCS1;SPCS3;NGLY1,age_changes_B_ISGhi_02062026
Notch Signaling,1.0,0.1985992478181146,0.5887777426349228,APH1A;DTX2;PSENEN,age_changes_B_ISGhi_02062026
Estrogen Response Early,1.0,0.18107108917032871,0.6746124107308413,BCL2;INPP5F;PPIF;SLC39A6;CHPT1;DYNLT3;XBP1;NADSYN1;KLF10;ABAT;SYNGR1;MAST4;ITPK1;RRP12;FLNB;PMAIP1;SLC9A3R1;RBBP8;AKAP1;GLA;RASGRP1;CD44;NXT1;MED24,age_changes_B_ISGhi_02062026
KRAS Signaling Up,1.0,0.17252446289414325,0.6499735483993034,TNFAIP3;PRELID3B;AMMECR1;GALNT3;DOCK2;FBXO4;LAPTM5;EVI5;ADAM8;BIRC3;ABCB1;ENG;ANKH;CA2;MMD;FCER1G;CROT;CCSER2;GLRX;SDCCAG8;KCNN4;ATG10;PPBP;CDADC1;IRF8;IL10RA;TOR1AIP2;FUCA1;WDR33;LCP1;BPGM;CCND2;PTCD2;IL7R,age_changes_B_ISGhi_02062026
Apical Junction,1.0,0.1989856601623816,0.7470664823033378,VASP;NEXN;SHC1;MSN;ITGB1;CD86;FYB1;EXOC4;TSC1;RSU1;CD99;ACTN4;YWHAH;RHOF;CTNNA1;SGCE;GTF2F1;RASA1;PTK2;PIK3CB;PLCG1;JAM3;STX4;MAP3K20;TAOK2;VAV2;WASL;HADH;GAMT;CNN2;NF2;EPB41L2;RRAS;VCAN;CTNND1;VCL;LDLRAP1,age_changes_B_ISGhi_02062026
Interferon Alpha Response,0.0006892095627826836,-0.48814421806640657,-2.088084900004254,LGALS3BP;SAMD9L;LY6E;ISG15;IFI30;IRF7;OAS1;IRF9;USP18;UBE2L6;SAMD9;EPSTI1;CMPK2;IL4R;SELL;PARP14;IFI44L;PSMB8;IFI44;CD47;DDX60;IFI35;RSAD2;MX1;CNP;PLSCR1;HERC6;HELZ2;SP110;IFIT3;LAP3;SLC25A28;TENT5A;NMI;PSME2;MOV10;STAT2;MVB12A;RTP4;IFIT2;TRIM5;PARP9;IFITM2,age_changes_B_memory_02062026
Cholesterol Homeostasis,0.02983012880343476,0.4228253158307366,1.6520567014420842,ATF5;LGALS3;SREBF2;TP53INP1;ANXA5;ETHE1;LGMN;DHCR7;S100A11;ALCAM;PLAUR;ACSS2;CXCL16;CYP51A1;CTNNB1;ACAT2;PNRC1;ATF3;MVK;EBP;PMVK;LSS;MVD;CLU;GLDC;ERRFI1;IDI1;FABP5,age_changes_B_memory_02062026
Complement,0.030718685831622173,0.35030283704026094,1.6169591577083495,CCL5;LGALS3;CTSH;TIMP1;KCNIP2;F8;ANXA5;PRDM4;KYNU;LGMN;S100A9;FCN1;CD59;DGKG;LCP2;S100A12;CASP1;HSPA5;CDA;PIK3R5;SERPINA1;GZMB;CSRP1;RHOG;ANG;PDP1;GZMK;EHD1;RNF4;PLAUR;HSPA1A;RBSN;ATOX1;USP14;PHEX;S100A13;ITGAM;LRP1;FCER1G;L3MBTL4,age_changes_B_memory_02062026
Bile Acid Metabolism,0.03850413788812146,0.4031203307200021,1.6543431960964363,ATXN1;GSTK1;NR3C2;PHYH;ABCA6;ABCA5;EPHX2;ABCD2;HSD17B11;PEX11A;ALDH9A1;SLC29A1;ACSL1;SOD1;PFKM;RXRA;OPTN;DHCR24;HSD3B7;FDXR;HSD17B6;RETSAT;SLC27A2;PEX16;SLC35B2;EFHC1;TFCP2L1;CROT;ACSL5;ABCG8;IDI1;PIPOX,age_changes_B_memory_02062026
IL-2/STAT5 Signaling,0.0435392943811835,0.3184866125200081,1.5037233047837726,HIPK2;RORA;CD86;COCH;CST7;CDC42SE2;SERPINB6;RNH1;NT5E;PLIN2;PRNP;CYFIP1;BCL2;FGL2;TNFRSF1B;GPX4;IL10RA;GLIPR2;SYNGR2;IL2RB;AHNAK;TWSG1;HOPX;ETFBKMT;CCND3;ALCAM;TNFRSF8;EOMES;P2RX4;P4HA1;FLT3LG;PTGER2;ODC1;BATF3;TRAF1;TGM2;IL2RA;RRAGD;XBP1,age_changes_B_memory_02062026
Inflammatory Response,0.045556177794370815,0.3279538507787602,1.5091447020285114,CD70;IL15;CCL5;TIMP1;TAPBP;RIPK2;TNFRSF1B;CD14;SLC31A2;IL10RA;NOD2;LCP2;RELA;LTA;PIK3R5;KCNA3;EMP3;IL18;CD82;IL2RB;RHOG;CSF3R;ABI1;HIF1A;PLAUR;P2RX4;C5AR1;ICAM1;ADRM1;PTGER2;CXCL8;SLC7A1;ADGRE1;FPR1;MEFV;CCR7;GPR132;TNFSF9;IL18R1;NFKBIA,age_changes_B_memory_02062026
Epithelial Mesenchymal Transition,0.046966585775620684,0.39570449183644185,1.727907073848136,LGALS1;ENO2;IL15;MYL9;NT5E;TIMP1;FAS;ACTA2;VCAN;VIM;CD59;FLNA;EMP3;FBLN5;ITGB1;PLAUR;CADM1;TGFBI;TGFBR3;FUCA1;PFN2;TGM2;CXCL8;MFAP5;LRP1;SAT1;DST,age_changes_B_memory_02062026
Glycolysis,0.04769193845169205,0.33449108541117956,1.5356008300368762,ENO2;NT5E;PRPS1;DDIT4;VCAN;TXN;GNPDA1;IL13RA1;ECD;FAM162A;HSPA5;GCLC;GFPT1;TPI1;ANG;PKM;PYGB;SLC16A3;PYGL;ALDH9A1;TKTL1;P4HA1;TGFBI;SLC37A4;DLD;GNE;AK3;SOD1;GOT2;CTH;BPNT1;RRAGD;GOT1;PAM;ALDOA;PGK1;GMPPB;HAX1;GALK2,age_changes_B_memory_02062026
Fatty Acid Metabolism,0.047759940265073735,0.33272192800433,1.516922623878665,LGALS1;ENO2;BLVRA;PCBD1;S100A10;PTPRG;HSD17B11;HSDL2;G0S2;YWHAH;SERINC1;ECI2;ALDH9A1;SUCLG2;ACSL1;DLD;IL4I1;DLST;PRDX6;ALAD;ACOT2;ODC1;SMS;CRYZ;CRAT;ACAT2;MGLL;SLC22A5;ALDOA;HSPH1;DHCR24;ACO2;MIF;HPGD;RETSAT;REEP6;EPHX1;CD36;AUH;UROS,age_changes_B_memory_02062026
Apoptosis,0.05521747246593242,0.3658513208988175,1.6606693559605317,ENO2;LGALS3;TXNIP;PDCD4;TIMP1;CFLAR;FAS;SQSTM1;TGFB2;HMGB2;GPX4;CD14;CDK2;RELA;CASP1;BMF;PAK1;CYLD;IL18;PMAIP1;ANKH;ETF1;PEA15;PPT1;BCL2L2;DAP3;PRF1;BCAP31;CDKN1B;F2R;TGFBR3;SOD1;CTNNB1;CTH,age_changes_B_memory_02062026
p53 Pathway,0.05564059486030738,0.325411467498771,1.535895493221295,TXNIP;PVT1;PERP;S100A4;S100A10;CDKN2A;FAS;AEN;DDIT4;CCNG1;STEAP3;DDB2;ISCU;FAM162A;CASP1;DRAM1;TP63;CGRRF1;EPS8L2;CD82;CCND3;ZBTB16;PRKAB1;ZFP36L1;F2R;GLS2;PPM1D;FUCA1;PIDD1;RXRA;STOM;CTSF;SAT1;NINJ1;ELP1;RPS27L;TNFSF9;TSPYL2;ATF3;FDXR;RAP2B;RETSAT;UPP1;ITGB4;RHBDF2;EPHX1;ABHD4;BAIAP2;CCNK;SPHK1;LDHB;MDM2,age_changes_B_memory_02062026
Adipogenesis,0.057813905340506046,0.3127454279111236,1.4651333960807722,RAB34;PDCD4;PLIN2;DHRS7;PHYH;GPX4;SSPN;CD151;MGST3;EPHX2;PGM1;COX8A;SLC5A6;DHCR7;SLC25A1;RMDN3;SULT1A1;CMPK1;POR;GPAT4;NDUFA5;PEMT;QDPR;DLD;BCL2L13;GHITM;SOD1;CRAT;MGLL;STOM;ALDOA;SLC1A5;GPHN;NABP1;SLC27A1;RNF11;GRPEL1;UBQLN1;UBC;ACO2;G3BP2;CS;PHLDB1;RETSAT;REEP6;TANK;YWHAG;CD36;SQOR;CD302;FAH,age_changes_B_memory_02062026
G2-M Checkpoint,0.05858281283652811,-0.3027080446636701,-1.465768893376047,CDKN2C;STMN1;LBR;KNL1;HIRA;ORC6;CKS2;MTF2;EZH2;SMAD3;NASP;MYBL2;FOXN3;MYC;MAPK14;CKS1B;CTCF;CENPF;HNRNPD;TOP1;TNPO2;UBE2S;SLC38A1;E2F4;KIF15;NOTCH2;HMGA1;SAP30;ABL1;RPS6KA5;UPF1;SLC12A2;DMD;KMT5A;NUSAP1;RBM14;SMARCC1;SRSF2;E2F3;SMC4;NDC80;TACC3;TENT4A;DTYMK;CUL3;PRPF4B;TGFB1;CHMP1A;CBX1;ARID4A,age_changes_B_memory_02062026
KRAS Signaling Up,0.0704716777945294,-0.32002976068365174,-1.4722135796525375,LAT2;GYPC;TSPAN13;SATB1;CLEC4A;TRIB2;IL2RG;JUP;IL7R;HDAC9;DUSP6;GLRX;ADAM17;CBX8;ETS1;BPGM;ENG;MMP11;PSMB8;GNG11;ITGB2;STRN;IKZF1;ID2;RGS16;LY96;ATG10;EVI5;CCND2;KLF4;TOR1AIP2;PTBP2;ETV5;MAP3K1;BIRC3;YRDC,age_changes_B_memory_02062026
Androgen Response,0.0837782340862423,0.34149513057474157,1.4130725397570907,CDC14B;MAP7;PDLIM5;ARID5B;UBE2J1;UBE2I;LMAN1;XRCC6;PIAS1;ANKH;SGK1;CCND3;NKX3-1;UAP1;MAF;ADRM1;FKBP5;SMS;SAT1;PTK2B;DHCR24;ELL2;HSD17B14;KRT8;APPBP2;MAK;ABHD2;HPGD,age_changes_B_memory_02062026
Interferon Gamma Response,0.08982697968267643,-0.31007393319868837,-1.4762009277693071,GPR18;CD38;LGALS3BP;SAMD9L;LY6E;ISG15;CASP4;TNFSF10;IFI30;IRF7;IRF9;USP18;IFIT1;UBE2L6;KLRK1;EPSTI1;CMPK2;PIM1;IFNAR2;BPGM;IL4R;PARP14;IFI44L;PSMB8;IFI44;DDX60;IFI35;XAF1;RSAD2;MX1;PLSCR1;VAMP8;RNF213;PTPN2;NFKB1;ST8SIA4;HERC6;HELZ2;PSMA2;CASP3;SP110;IFIT3;LAP3;MX2;SLC25A28;PFKP;NMI;AUTS2;ST3GAL5;PSME2;SAMHD1;OAS2;PSMB2;LYSMD2;STAT2;RTP4;IFIT2;PNP;CIITA;RBCK1;TNFAIP3;VAMP5;IFITM2,age_changes_B_memory_02062026
Unfolded Protein Response,0.10057293835527922,0.3168281440834868,1.379163161829615,BAG3;DDIT4;HSP90B1;DCP1A;HYOU1;HSPA9;YWHAZ;HSPA5;ASNS;SPCS1;EEF2;PSAT1;EIF4E;ATF6;NPM1;EXOSC10;SSR1;XBP1;CALR;NABP1;CEBPG;TSPYL2;ATF3;DNAJC3;EXOSC9;EIF2AK3;CHAC1;XPOT;SRPRA;CNOT2;EIF4G1;SERP1;EXOC2;DCTN1;EDC4;NOLC1;ALDH18A1,age_changes_B_memory_02062026
Notch Signaling,0.1030368296360112,-0.4587893096712654,-1.5101114688302435,LFNG;DTX1;DTX4;HES1;NOTCH2;SAP30;RBX1,age_changes_B_memory_02062026
Allograft Rejection,0.10594984755149027,0.2912241068228513,1.3528886286863568,IL15;CCL5;SRGN;CD86;DEGS1;CDKN2A;TIMP1;FAS;TAPBP;RIPK2;TGFB2;UBE2N;TRAF2;IL12RB1;STAT4;CD247;LCP2;CD80;BCAT1;FLNA;IL18;GZMB;IL2RB;ABI1;HIF1A;CCND3;IL12A;PRF1;ICAM1;F2R;NPM1;KLRD1;IL2RA;CD4;CXCR3;IRF8;IGSF6;MAP4K1,age_changes_B_memory_02062026
Angiogenesis,0.10807754873463292,0.4861609575050184,1.3601504968563078,S100A4;TIMP1;VCAN,age_changes_B_memory_02062026
Spermatogenesis,0.10845155870823223,0.32444222959065827,1.3431920963594977,PEBP1;NPHP1;DBF4;MAP7;SPATA6;NCAPH;JAM3;TSN;CAMK4;COIL;TKTL1;ZC2HC1C;GSTM3;CLPB;MTOR;ACE;PRKAR2A;CCT6B;DPEP3;AURKA;PCSK1N,age_changes_B_memory_02062026
Protein Secretion,0.11252566735112936,0.3131626406506989,1.3299117390972652,ATP1A1;SSPN;SCRN1;ARF1;VAMP3;LMAN1;TMED2;ARFIP1;YKT6;RAB14;AP3S1;CD63;PPT1;M6PR;SOD1;TMED10;SCAMP3;PAM;RAB5A;DST,age_changes_B_memory_02062026
Estrogen Response Late,0.11500466679111442,0.28956432686801337,1.3060884926642362,LSR;PERP;DYNLT3;PDCD4;RAB31;BCL2;CHPT1;S100A9;ATP2B4;FAM102A;DHCR7;SERPINA1;DNAJC1;ALDH3B1;SGK1;TJP3;SLC29A1;GPER1;SLC2A8;FKBP5;PPIF;XBP1;SLC22A5;SLC9A3R1;PRSS23;RPS6KA2;ST6GALNAC2;MDK,age_changes_B_memory_02062026
Coagulation,0.1199886032048574,0.3183649641973203,1.307361918671594,CAPN2;CTSH;TIMP1;F8;LGMN;ISCU;CRIP2;SERPINA1;CSRP1;ANG;ARF4;RAPGEF3;S100A13;LRP1;PRSS23;USP11,age_changes_B_memory_02062026
Myogenesis,0.12390434115280112,0.28783880487981456,1.3108855004315965,PRNP;SSPN;DAPK2;CHRNA1;WWTR1;FXYD1;APOD;SYNGR2;TPM3;SMTN;PDE4DIP;MAPK12;ITGB1;ACSL1;DMPK;RYR1;CNN3;LSP1;CRAT;PFKM;MYH9;NAV2;IGFBP7;TNNC1;ITGB4;CFD;CD36;SH2B1;GNAO1;SPHK1;MYL2;CLU;PSEN2;FKBP1B;TCAP;ENO3;PTP4A3;AGL;NCAM1;PDLIM7,age_changes_B_memory_02062026
Estrogen Response Early,0.12989857507311306,0.2836747135833299,1.283237246709333,MAST4;DYNLT3;KLF10;RAB31;SYBU;BCL2;GAB2;CHPT1;RHOBTB3;SYNGR1;INPP5F;FAM102A;DHCR7;PMAIP1;MREG;ALDH3B1;PEX11A;TJP3;NADSYN1;FKBP5;TGM2;PPIF;XBP1;SLC22A5;ELF1;SLC9A3R1;NAV2;PRSS23;ZNF185;WWC1;AQP3;RPS6KA2,age_changes_B_memory_02062026
DNA Repair,0.14117309210998635,-0.29112464187738707,-1.3362429221282301,POLR2G;NME1;NT5C3A;GTF2H5;TP53;PDE6G;MRPL40;NELFB;RPA3;CMPK2;AGO4;ALYREF;APRT;SUPT4H1;TSG101;RFC2;RBX1;CSTF3;NME4;POLR2H;TAF10;UMPS;DAD1;GSDME;ITPA;TAF12;UPF3B;ADA;PCNA;ZNRD1;DGUOK;NCBP2;RRM2B;IMPDH2;RALA;RNMT;RAD52;RAE1;SRSF6;PNP;DGCR8;CETN2;REV3L;POLR2F;BOLA2;ERCC1;POLR1D,age_changes_B_memory_02062026
mTORC1 Signaling,0.14580413053439,0.26712802220288845,1.2614199360251581,SQSTM1;FGL2;DDIT4;CCNG1;TFRC;HSP90B1;TCEA1;LGMN;PGM1;HSPA9;HSPA5;DHCR7;GCLC;BCAT1;TPI1;GAPDH;ASNS;YKT6;ETF1;P4HA1;QDPR;M6PR;SLC37A4;UBE2D3;PSAT1;RPN1;CYP51A1;SSR1;GPI;CTH;CANX;XBP1;GOT1;TBK1;DDX39A;SLC9A3R1;ALDOA;PGK1;SLC1A5;CALR;DHCR24;FDXR;PSMD14;GMPS;HSPA4;EBP;PIK3R3;MCM2;TES;AURKA;RAB1A,age_changes_B_memory_02062026
UV Response Up,0.14741216287506795,0.2846628775461035,1.253671154287372,ENO2;TMBIM6;GGH;SQSTM1;TFRC;SELENOW;BSG;CDK2;CREG1;PPP1R2;ASNS;YKT6;EIF2S3;CCND3;SULT1A1;PPT1;ICAM1;RPN1;PPIF;GRINA;ALDOA;AQP3;GRPEL1;SIGMAR1;CEBPG;ATF3;NFKBIA;PRPF3;SOD2,age_changes_B_memory_02062026
Hypoxia,0.1726339369049841,0.26745662753366645,1.2241985876616064,ENO2;RORA;S100A4;PLIN2;BCL2;DDIT4;PGM1;FBP1;FAM162A;HSPA5;SLC25A1;ANXA2;TPI1;GAPDH;TKTL1;HK1;PLAUR;P4HA1;TGFBI;SLC37A4;CDKN1B;GPI;IDS;TGM2;MYH9;RRAGD;PAM;ALDOA;PGK1;PNRC1,age_changes_B_memory_02062026
UV Response Dn,0.1859334242707062,-0.2802378026735613,-1.2454835149147132,GCNT1;PTEN;ANXA4;LAMC1;MTA1;FYN;SMAD3;PRKCE;MYC;MAPK14;CACNA1A;DBP;BHLHE40;NOTCH2;BCKDHB;MRPS31;NFKB1;DYRK1A;ADD3;IRS1;RUNX1;DLG1;SYNE1;VAV2;TENT4A;KCNMA1;PRKAR2B;TGFBR2;SPOP;APBB2;ERBB2;ARHGEF9;ATRN;SMAD7;WDR37;CDK13;ABCC1,age_changes_B_memory_02062026
TGF-beta Signaling,0.18772345466293344,-0.3331886696365579,-1.2597621160901786,PMEPA1;FKBP1A;SMAD3;SPTBN1;ENG;SMURF2;BCAR3;TGIF1;FURIN;ID2;SKIL;TRIM33;NCOR2;SMURF1,age_changes_B_memory_02062026
IL-6/JAK/STAT3 Signaling,0.19100950739977232,-0.31523738827559233,-1.2757265694164097,CD9;CD38;IL2RG;IFNGR1;IL3RA;IRF9;PIM1;TNF;IL4R,age_changes_B_memory_02062026
Myc Targets V2,0.19385585338632938,-0.30778496917203463,-1.2104293174406764,PPAN;MYC;BYSL;NOP56;HK2;IPO4;GNL3;MRTO4;CBX3;EXOSC5;SRM;SORD;RRP9;PHB;NOP16;DCTPP1;DUSP2,age_changes_B_memory_02062026
E2F Targets,0.1986991169502477,-0.2498294526029682,-1.220806034193147,CDKN2C;STMN1;NME1;TP53;LBR;NAA38;ORC6;RPA3;CKS2;EZH2;NASP;MYBL2;MYC;SMC6;CKS1B;CTCF;HNRNPD;UBE2S;NOP56;SNRPB;CTPS1;HMGA1;PRDX4;RFC2,age_changes_B_memory_02062026
Apical Junction,0.2219439697879123,0.26250554024703215,1.1750244996435513,CD86;MYL9;CTNNA1;VCAN;CD99;CRB3;JAM3;FSCN1;MPP5;YWHAH;ZYX;AMIGO2;ITGB1;TSPAN4;TGFBI;NEXN;ICAM1;CRAT;TRAF1;MYH9;MAPK11;SIRPA;MDK;NECTIN1;ATP1A3;VCL;LIMA1;GTF2F1;CDK8;ITGB4;RHOF;RSU1;PIK3R3;BAIAP2;MVD,age_changes_B_memory_02062026
heme Metabolism,0.22594735859622925,0.24939033474095681,1.166348157939526,BLVRA;PRDX2;NUDT4;NFE2L1;CAST;TFRC;ADD2;TCEA1;ARL2BP;FECH;MKRN1;MGST3;BSG;EIF2AK1;GCLC;ASNS;HTATIP2;GDE1;CCND3;TMCC2;RAD23A;FN3K;ALAD;OPTN;FBXO7;SLC10A3;DMTN;AQP3;ADIPOR1;DAAM1;ELL2,age_changes_B_memory_02062026
Oxidative Phosphorylation,0.22818579941130016,-0.245573119712638,-1.1710956418505347,TIMM8B;NDUFC2;SLC25A5;ATP6V1D;NDUFB3;IDH2;TIMM13;CYB5A;ATP5F1C;ATP5PF;PDHB;ACAA1;NDUFA2;NDUFA7;DECR1;SLC25A11;BDH2;ECHS1;NDUFA8;NNT;NDUFB2;ATP5MF;NDUFB8;TIMM10;ECI1;UQCR10;IDH1;LDHA;UQCRQ;NDUFB1;NDUFS4;MRPL15;COX6B1;ATP5PO;ECH1;MRPS11;MDH1;NDUFAB1;MTX2;ATP5MC3;COX5A;ATP6V0B;NDUFS2;SDHD;NDUFV2;CYC1;ATP6V1H;NDUFA9;POLR2F;NDUFA1;MRPS22;TIMM17A;NDUFB6;NDUFS3;ATP5ME;MRPS12;PMPCA;ATP6V1F;ATP5PB;NDUFS6;FXN;ATP6V1C1;BAX;IMMT,age_changes_B_memory_02062026
Pperoxisome,0.2295523613963039,0.27962841999711285,1.1758478872130038,ATXN1;GSTK1;MVP;CNBP;EPHX2;ABCD2;HSD17B11;YWHAH;PEX11A;ECI2;ALDH9A1;PABPC1;CADM1;ACSL1;SOD1;CRAT;DHCR24;HSD3B7;SIAH1;SOD2;RETSAT;SLC27A2;TSPO,age_changes_B_memory_02062026
Myc Targets V1,0.24154244113176354,0.2417770395320931,1.1505675688194437,GLO1;SNRPA1;PTGES3;EIF4G2;PABPC4;CNBP;PWP1;EIF4H;DUT;CDK2;XRCC6;CUL1;RSL1D1;U2AF1;ETF1;EIF1AX;CCT7;PSMD1;RAN;SNRPA;FBL;SF3A1;AP3S1;PABPC1;CDK4;EIF4E;TCP1;NPM1;PSMD7;GOT2;ODC1;CANX;HNRNPR;PGK1;HSP90AB1;MCM6;MCM5;USP1;MAD2L1;PSMD14;RRM1;CSTF2;XPOT;STARD7;UBE2E1;MCM2,age_changes_B_memory_02062026
Xenobiotic Metabolism,0.24590706326881362,0.25133767291298076,1.1425094433538743,TMBIM6;PTGES3;DHRS7;FAS;TGFB2;PDLIM5;KYNU;ABCD2;FBP1;GCLC;CDA;BCAT1;PGD;GSS;ALDH9A1;POR;PEMT;SSR3;CES1;SLC12A4;IRF8;SLC1A5;NINJ1;ACO2;RETSAT;UPP1;EPHX1;CD36;TNFRSF1A;UPB1;FAH,age_changes_B_memory_02062026
Wnt-beta Catenin Signaling,0.31359035106612104,-0.3028572353474601,-1.1065092497634812,TP53;AXIN1;ADAM17;MYC;MAML1;CCND2;NCOR2;FRAT1,age_changes_B_memory_02062026
