Term,fdr,es,nes,lead_genes,subset
Unfolded Protein Response,0.077971432,0.3169737420795023,1.2968554393278162,BAG3;SRPRA;EEF2;SLC7A5;SLC1A4;DCTN1;HSP90B1;DCP1A;HSPA9;YWHAZ;XPOT;HYOU1;EXOSC10;ASNS;ALDH18A1;SSR1;SLC30A5;DNAJC3;CALR;PSAT1;HSPA5;NOP14;DDIT4;PARN;EIF4EBP1;TUBB2A;ATF6;SHC1;SEC31A;SDAD1;KDELR3;HERPUD1;NPM1;ZBTB17;MTREX;POP4;CEBPB;NOLC1;TSPYL2;EDC4;ERN1;EIF4G1;DNAJB9;MTHFD2;PDIA6;EXOSC9;ERO1A;PAIP1;EXOC2,age_changes_CD56dim_NK_02032026
UV Response Dn,0.090303521,0.30645042997633853,1.2644911810351507,PTPRM;INPP4B;INSIG1;MT1E;TGFBR3;VLDLR;BMPR1A;NR1D2;ATXN1;PDLIM5;ANXA2;ANXA4;BCKDHB;SCN8A;PRKCE;SCAF8;SYNE1;RUNX1;CDKN1B;MAP2K5;SLC7A1;PDGFRB;BHLHE40;PEX14;PIAS3;PIK3R3;NOTCH2;LDLR;MIOS;FYN;PHF3;FZD2;CITED2;AGGF1;VAV2;SIPA1L1;ABCC1,age_changes_CD56dim_NK_02032026
IL-2/STAT5 Signaling,0.090950865,0.2883546741580087,1.2688599604174593,PRNP;TNFRSF1B;IRF4;AHNAK;IFNGR1;FGL2;BCL2;CD44;NDRG1;SYT11;GABARAPL1;IL10RA;PLIN2;PLEC;MYO1C;IL4R;TWSG1;RHOB;PTCH1;AHCY;SLC1A5;LRIG1;ANXA4;CDC42SE2;PRKCH;CTLA4;PHTF2;SYNGR2;TNFRSF18;PHLDA1;ALCAM;CKAP4;TRAF1;FAH;NOP2;P4HA1;BHLHE40;SNX9;RABGAP1L;POU2F1;ICOS;MXD1;F2RL2;CCR4,age_changes_CD56dim_NK_02032026
Inflammatory Response,0.091297475,0.2949402439789634,1.2729295896598796,CD70;TNFRSF1B;SLAMF1;RIPK2;KCNA3;CSF3R;IL10RA;IL4R;C5AR1;PROK2;BEST1;CD40;CD14;TAPBP;FPR1;CYBB;HIF1A;KIF1B;PLAUR;PIK3R5;IL7R;NLRP3;TIMP1;AQP9;CCL5;SLC7A1;PTAFR;RELA;CXCL8;ABI1;IFNGR2;LDLR;PTGER4;MXD1;GNA15;CD82,age_changes_CD56dim_NK_02032026
Myc Targets V1,0.095086782,-0.304044911,-1.303332322,PCNA;VBP1;PSMA4;PSMA7;PSMC6;PSMA1;PSMC4;HNRNPD;MYC;RFC4;EIF2S1;YWHAE;PSMB2;CCT5;CDC20;CCT2;LSM2;EXOSC7;EIF2S2;NOP56;GNL3;TRIM28;NME1;COPS5;EIF3J;PSMD8;PCBP1;DDX18;SNRPG;SERBP1;GSPT1;TYMS;CCNA2;RANBP1;UBE2E1;PSMA2;CCT3;SSBP1;PSMD14;TXNL4A;HNRNPA2B1;EIF3B;NOP16;ACP1;VDAC3;PSMB3;DEK;DDX21;SSB;HSPE1;C1QBP;TCP1;HDGF;RAN;SRSF3;TARDBP;AIMP2;MAD2L1;SYNCRIP;PHB;HSPD1,age_changes_CD56dim_NK_02032026
DNA Repair,0.10142088539033726,-0.311254749,-1.311129736,GTF2H5;TP53;ADA;PDE6G;BOLA2;PCNA;POLR2H;TAF12;RPA3;POLR2G;RFC2;RFC4;RBX1;RAD51;DAD1;RPA2;ZNRD1;ITPA;TSG101;ZWINT;UMPS;TAF10;NME1;NELFB;UPF3B;COX17;CSTF3;TYMS;SAC3D1;ALYREF;CETN2;ERCC1;POLR2F,age_changes_CD56dim_NK_02032026
Interferon Gamma Response,0.10646968399550187,-0.305342673,-1.320460949,CD38;USP18;IFI35;NMI;GPR18;SAMD9L;PLSCR1;EPSTI1;BANK1;IRF7;IFNAR2;IFI44L;IRF9;MX1;TNFSF10;SP110;IFI44;ISG15;PARP14;IFI27;PSMA3;PSMB8;RSAD2;PSMB2;PSME2;IRF8;LY6E;OAS3;IFIT1;RBCK1;XAF1;KLRK1;NFKB1;UBE2L6;LGALS3BP;BST2;XCL1;PIM1;SLAMF7;IRF2;HERC6;ST3GAL5;PSMA2;RTP4;IL2RB;IFITM2;PLA2G4A;LAP3;GZMA;SAMHD1;ARL4A;VAMP8;SLC25A28,age_changes_CD56dim_NK_02032026
Xenobiotic Metabolism,0.13588272213754146,0.28049325107740664,1.206611310113614,CES1;PTGDS;FAS;CYFIP2;GABARAPL1;ELOVL5;RETSAT;KYNU;PGD;PMM1;AHCY;PDLIM5;SLC1A5;ABCD2;CD36;ETS2;SLC46A3;HACL1;AQP9;ACOX1;FAH;SHMT2;PEMT;ARPP19;PTGES3;CYP27A1;TMEM176B;MT2A;BPHL;UPP1;NDRG2;BLVRB;AKR1C3;PDK4;NINJ1,age_changes_CD56dim_NK_02032026
TGF-beta Signaling,0.1472701668231386,-0.353907138,-1.236371512,ID3;SMURF2;NOG;SMAD7;PMEPA1;CDK9;SMAD1;SKIL;TRIM33;FNTA;FURIN;TGFB1;FKBP1A;XIAP;TGFBR1;SERPINE1,age_changes_CD56dim_NK_02032026
Myc Targets V2,0.24929915899078897,-0.319113641,-1.152107424,PPAN;BYSL;DCTPP1;MYC;NOP56;GNL3;DDX18;NDUFAF4;IPO4;PLK1;NOP16;UNG;HSPE1;GRWD1;AIMP2;PHB;HSPD1;PUS1;MRTO4;CDK4;FARSA,age_changes_CD56dim_NK_02032026
Hedgehog Signaling,0.2550521630228233,0.3488162747281879,1.1120742215790091,VLDLR;MYH9;PTCH1;OPHN1;ETS2;PML;TLE3;CDK6,age_changes_CD56dim_NK_02032026
Spermatogenesis,0.3372293915371838,-0.281613238,-1.077352615,IL12RB2;EZH2;RFC4;POMC;RPL39L;NEK2;AURKA;BUB1;KIF2C;CCNB2;STRBP;TLE4;CDK1;CAMK4;ARL4A;AGFG1;STAM2;CDKN3;SIRT1;VDAC3;CNIH2;IP6K1;HSPA2;TTK,age_changes_CD56dim_NK_02032026
KRAS Signaling Dn,0.3387917960569076,-0.27486884,-1.090151716,TCL1A;NUDT11;IFI44L;MX1;LFNG;PLAG1;CHST2;ZBTB16;RSAD2;RIBC2;BARD1;SKIL;YPEL1;SPHK2;ITGB1BP2;PDE6B;TGM1,age_changes_CD56dim_NK_02032026
Apical Surface,0.5300563749663768,0.30104868975281085,0.9853537827448928,GSTM3;FLOT2;CRYBG1;CROCC;ADIPOR2;EFNA5;PLAUR;B4GALT1;HSPB1,age_changes_CD56dim_NK_02032026
Mitotic Spindle,0.5308260584867776,0.22001908294210848,0.9792437441282429,PCGF5;FLNA;PALLD;KIF22;DYNC1H1;MYH9;EZR;TUBGCP6;KIF3C;LLGL1;LATS1;BCL2L11;PDLIM5;ARHGAP5;ARHGAP10;KIF1B;VCL;OPHN1;PXN;SPTAN1;SUN2;CNTROB;STAU1;KIF3B;SSH2;MAPRE1;ITSN1;WASL;TUBA4A;ABI1;TUBGCP2;NOTCH2;LRPPRC;TBCD;ARHGAP4;BCR;MYH10;EPB41;INCENP;MAP1S;PCNT;ARHGEF7,age_changes_CD56dim_NK_02032026
Angiogenesis,0.5440108438246635,0.32008201940540976,0.9682564803544432,VCAN;FGFR1;S100A4;TIMP1,age_changes_CD56dim_NK_02032026
UV Response Up,0.6824621178158343,0.2142926492282536,0.9088891451959251,ENO2;SOD2;EIF2S3;CREG1;CDKN2B;RPN1;PPT1;RHOB;BCL2L11;YKT6;PARP2;ASNS;CYB5R1;NXF1;AQP3;ALDOA;PRKCD;DLG4;TUBA4A;CXCL2;GRINA;SULT1A1;DNAJB1,age_changes_CD56dim_NK_02032026
PI3K/AKT/mTOR  Signaling,0.7929902299621372,-0.226547854,-0.881720059,FASLG;IL2RG;SLA;NCK1;HRAS;CSNK2B;SMAD2;TNFRSF1A;RIT1;RPS6KA3;E2F1;AKT1;ARPC3;CDK1;ATF1;CAMK4;PTEN;GRK2;ACTR3;MAPK9;MAPK1;TRIB3;VAV3;TRAF2,age_changes_CD56dim_NK_02032026
Pancreas Beta Cells,0.9315375171517296,-0.28588875,-0.773369779,SEC11A;SRP9;ELP4,age_changes_CD56dim_NK_02032026
Allograft Rejection,0.005877892,0.416379333,2.0839791431096715,CDKN2A;HLA-DMA;CD4;STAT4;IL15;F2R;FAS;HLA-DRA;HLA-DQA1;HLA-DMB;FLNA;RIPK2;CTSS;TAPBP;CSF1;TIMP1;TPD52;MAP4K1;TLR3;NCF4;CD2;CD74;IFNGR1;IL12A;ACVR2A;GPR65;CCL5;CCL4;NLRP3;HCLS1;GZMA;IL7;IL4;SPI1;CD40;ITGAL;CD3E;IL12RB1;PRF1;ITK;APBB1;IFNG;ITGB2;IRF4;BCL10;GZMB;ABI1,age_changes_CD8_memory_02032026
Apoptosis,0.009404626,0.37522893321593426,1.791915007452865,F2R;CLU;FAS;ENO2;TSPO;CASP1;HMGB2;TIMP1;TGFBR3;LGALS3;MADD;CD2;PEA15;TXNIP;IFNGR1;FEZ1;RETSAT;SOD2;CDC25B;ETF1;ANXA1;PLCB2;WEE1;RELA;CTNNB1;ATF3;CASP8;GNA15;PRF1;RHOT2;RHOB;BTG3;CDK2;DPYD;BCL10;SQSTM1;LMNA;CFLAR;BCAP31;TNF;CD14;PDCD4;SAT1;SPTAN1;CD44;DNAJC3;PSEN2;BNIP3L;BCL2L1;PPP2R5B;CTH;KRT18;PPT1;FDXR,age_changes_CD8_memory_02032026
Epithelial Mesenchymal Transition,0.010286310200985969,0.3663973057894473,1.7540826271807088,IGFBP3;IL15;LGALS1;VCAM1;FAS;SGCB;ENO2;TGFBI;FLNA;GLIPR1;VCAN;VIM;WIPF1;PLOD3;TIMP1;TGFBR3;CADM1;LRP1;SGCD;ACTA2;LOXL1;QSOX1;NOTCH2;ITGB1;COL6A2;COPA;BMP1,age_changes_CD8_memory_02032026
Coagulation,0.011021046643913538,0.4039688597689068,1.806478994836475,CFH;CLU;CAPN2;FYN;CTSH;F8;TIMP1;CPQ;CSRP1;SERPINA1;LRP1;CTSB;SIRT2;C1R;ANXA1;BMP1;F12;PLEK;APOA1;ISCU;PRSS23;CTSO;F2RL2;CTSK;PECAM1;WDR1;PREP;CFD;RAC1;LAMP2;USP11;LTA4H,age_changes_CD8_memory_02032026
Myc Targets V2,0.011237284125857581,-0.485217336,-1.680101257,MYC;BYSL;HK2;DCTPP1;IPO4;PPAN;NOP56;EXOSC5;GNL3;NDUFAF4;PHB;HSPD1;MRTO4;SORD;TBRG4;NOP16;WDR74;SRM;HSPE1;SLC19A1,age_changes_CD8_memory_02032026
Wnt-beta Catenin Signaling,0.011799148332150462,-0.518272439,-1.709044789,LEF1;MYC;GNAI1;TP53;TCF7;DLL1;AXIN1;AXIN2;RBPJ;NOTCH1;HDAC2;FRAT1;KAT2A,age_changes_CD8_memory_02032026
Protein Secretion,0.012735432,0.40725167308840493,1.8230677379519156,TMED10;AP2B1;TPD52;RAB9A;GALC;TMED2;ANP32E;ATP1A1;RAB14;MON2;ARF1;CD63;RAB5A;YKT6;SEC31A;SEC24D;PAM;VAMP3;NAPA;CLTC;SCAMP3;AP3S1;CTSC;AP3B1;KIF1B;RAB2A;AP1G1;SGMS1;VAMP7;LAMP2;LMAN1;SNX2;SNAP23;GBF1;TMX1;KRT18;ATP6V1H;PPT1;STX12;M6PR,age_changes_CD8_memory_02032026
Complement,0.013225255972696246,0.3725875227550792,1.8593805417683107,CFH;CLU;FYN;CTSH;CASP1;KYNU;F8;CTSS;LIPA;RBSN;ANXA5;TIMP1;CBLB;LGALS3;S100A12;CPQ;CSRP1;SERPINA1;LRP1;S100A9;CD36;SPOCK2;CTSB;VCPIP1;FCN1;C1R;CCL5;HSPA5;GZMA;GNG2;GMFB;CDA;PRDM4;PLEK;PRKCD;CALM3;EHD1;CD59;GCA;GZMK;GATA3;PRCP;GZMB;CTSO;RCE1;HSPA1A;USP14;WAS;RAF1;PLAUR;CEBPB;PREP;XPNPEP1;PIK3R5;CTSC,age_changes_CD8_memory_02032026
Interferon Gamma Response,0.013435180670675551,0.3439478814225334,1.6875943346877367,CFH;ZBP1;HLA-DMA;STAT4;IL15;VCAM1;FAS;HLA-DRB1;HLA-DQA1;IL10RA;IL18BP;CASP1;RIPK2;TAPBP;ADAR;FPR1;FGL2;CIITA;TXNIP;CD74;C1R;SOD2;CCL5;MYD88;IRF5;GZMA;FCGR1A;IL7;PTPN1;SRI;SLAMF7;PFKP;CD40;ZNFX1;CASP8;CMTR1;TRIM26;PELI1;BPGM;MVP;IRF4;UPP1;STAT3;STAT1;RIPK1;CD274;PML,age_changes_CD8_memory_02032026
p53 Pathway,0.021674725066363292,0.33024023741439806,1.6077155940195489,CDKN2A;F2R;FAS;DDB2;ZNF365;CGRRF1;CASP1;RB1;RPS27L;PERP;STOM;CCNG1;SEC61A1;PHLDA3;AEN;TXNIP;PMM1;CEBPA;ANKRA2;RETSAT;KIF13B;CD82;CCNK;NDRG1;ATF3;S100A10;DNTTIP2;MDM2;CDKN2B;DRAM1;CYFIP2;ISCU;PPM1D;S100A4;ITGB4;UPP1;TCN2;PLXNB2;GLS2;RAD51C;FAM162A;DDIT4,age_changes_CD8_memory_02032026
Interferon Alpha Response,0.021912704045422286,-0.413598475,-1.585340756,SELL;USP18;LGALS3BP;ISG15;IRF7;IFI44L;NMI;IRF9;PLSCR1;EPSTI1;IFI35;SAMD9L;PROCR;SP110;LAMP3;RSAD2;MX1;GBP2;OAS1;IFI44;SAMD9;PARP14;CNP;UBE2L6;PSME2;IFI27;RTP4;CMPK2,age_changes_CD8_memory_02032026
KRAS Signaling Dn,0.022635100882084556,-0.436820793,-1.720380043,LYPD3;CHST2;TCL1A;CCDC106;ZBTB16;PLAG1;LFNG;SNN;IFI44L;PDE6B;OXT;EDAR;IGFBP2;BARD1;SGK1;RSAD2;MX1;NUDT11;SPHK2;SLC5A5;PDCD1,age_changes_CD8_memory_02032026
heme Metabolism,0.030369106,0.31697061615897126,1.5548816408130095,OPTN;GDE1;MGST3;FBXO7;DMTN;RIOK3;ARL2BP;CTSB;CAST;NFE2L1;HTATIP2;ENDOD1;EIF2AK1;MXI1;CIR1;TMCC2;ADIPOR1;MKRN1;BSG;BLVRA;RNF19A;LRP10;KHNYN;BPGM;RAD23A;PICALM;SLC10A3;VEZF1;PDZK1IP1;TENT5C;TCEA1;GMPS;NR3C1;DCAF11;SLC25A38;BTRC;ISCA1;NUDT4;SIDT2;FN3K;NFE2;AGPAT4;LMO2;FECH;SYNJ1;LAMP2;CDC27;PRDX2;FOXJ2;DCAF10;SLC25A37;BNIP3L;PIGQ;KAT2B;NEK7;TMEM9B;PPP2R5B;BACH1;EPOR;NARF;BLVRB,age_changes_CD8_memory_02032026
Unfolded Protein Response,0.036736822,0.32914131180455797,1.494609327692593,HERPUD1;YWHAZ;HSP90B1;DCP1A;SRPRA;DCTN1;BAG3;HSPA9;POP4;EXOC2;PDIA6;HSPA5;CALR;HYOU1;XPOT;ERN1;MTREX;SLC1A4;ATF3;SEC31A;EXOSC9;SPCS1;EXOSC10;EEF2;ATF6;SSR1;PARN;DDIT4;WIPI1;CEBPB;SHC1;SDAD1;DNAJB9;DNAJC3;EIF4G1;SLC7A5;DKC1,age_changes_CD8_memory_02032026
IL-6/JAK/STAT3 Signaling,0.036736822,0.34964474364724385,1.5186440186308559,FAS;TNFRSF1B;MAP3K8;CSF1;IL18R1;CD36;LEPR;IFNGR1;CSF3R;MYD88;IL7;PTPN1;ITGA4;IL12RB1;STAT3;STAT1;IL15RA;PIK3R5;IL13RA1;TNF;CD14;CSF2RA,age_changes_CD8_memory_02032026
Myogenesis,0.039275003,0.3095235739913706,1.4967938405881316,IGFBP3;GNAO1;CLU;SORBS3;PRNP;DAPK2;RB1;TPM3;BHLHE40;ACSL1;CD36;SGCD;SIRT2;CKB;ITGB1;PFKM;SH2B1;MYH9;LSP1;COL6A2;HDAC5;MYO1C;AGL;NCAM1;DMPK;GAA;SYNGR2;ITGB4;FKBP1B;CHRNA1;PLXNB2;PDLIM7;FHL1;ATP6AP1;FXYD1;CFD,age_changes_CD8_memory_02032026
Inflammatory Response,0.042501677313963995,0.30300903199291584,1.4614698089172493,CD70;IL15;NOD2;SLC4A4;IL10RA;TNFRSF1B;RIPK2;C5AR1;TAPBP;CSF1;TIMP1;TLR3;FPR1;PROK2;IL18R1;ACVR2A;KCNA3;BEST1;CSF3R;CCL5;AHR;NLRP3;CD82;RELA;SRI;CYBB;CD40;GNA15;PTGER2;CXCL8;ABI1;MEFV;RAF1;PLAUR;IL15RA;PIK3R5;CD14;IFITM1;ICAM1;SCN1B;KIF1B;GPR132;MXD1;EMP3;PTAFR;ITGA5;ADGRE1;SELENOS;GNAI3;C3AR1;TLR1,age_changes_CD8_memory_02032026
IL-2/STAT5 Signaling,0.046813207649385125,0.28629936823422936,1.4361267121088517,IL10RA;PRNP;AHNAK;TNFRSF1B;SERPINB6;ANXA4;PLIN2;GABARAPL1;MAP3K8;CSF1;RABGAP1L;SYT11;BHLHE40;CST7;IL18R1;FGL2;GALM;CDC42SE2;RRAGD;IFNGR1;EOMES;PHTF2;GPR65;HOPX;AHR;CCR4;MYO1C;PRKCH;NDRG1;PLEC;FAH;PTGER2;TRAF1;RORA;PHLDA1;RHOB;SYNGR2;TWSG1;IRF4;CYFIP1;F2RL2;SLC39A8;PTCH1;SNX14;CTLA4;ITGAV;ODC1;CAPN3;ALCAM;LRIG1;LRRC8C;ST3GAL4;P4HA1;BATF3;COL6A1;MXD1,age_changes_CD8_memory_02032026
Androgen Response,0.06975098,0.3129292833247148,1.3742288099869673,INPP4B;CDC14B;TPD52;MAF;UBE2J1;INSIG1;FKBP5;ELOVL5;ABHD2;NDRG1;XRCC6;PIAS1;PDLIM5;SEC24D;DHCR24;B4GALT1;TMEM50A;UAP1;ADAMTS1;NKX3-1;HSD17B14;ITGAV;FADS1;GPD1L;ABCC4;SAT1;LMAN1;DNAJB9,age_changes_CD8_memory_02032026
TGF-beta Signaling,0.074840312,-0.421540735,-1.443694318,ID3;NOG;PMEPA1;FURIN;SMURF2;CDH1;TRIM33;FKBP1A;SPTBN1;CDK9;ACVR1;SERPINE1;SKIL;SKI;XIAP;FNTA;IFNGR2;SMAD7;ID1;LTBP2,age_changes_CD8_memory_02032026
Estrogen Response Early,0.085965224,-0.340293354,-1.413436406,TIAM1;FAM102A;RETREG1;MYB;CLDN7;MYC;FLNB;AQP3;HES1;IGF1R;NRIP1;CLIC3;BCL11B;ABLIM1;KDM4B;NBL1;MAST4;KLF4;RBBP8;KCNK5;FKBP4;TMEM164;FCMR;IL6ST;RARA;UNC119;ABAT;CELSR1;ARL3;EGR3;FASN;IGFBP4;AKAP1;FHL2;NXT1;MPPED2;TGIF2;FARP1;TPD52L1;WWC1;SEC14L2,age_changes_CD8_memory_02032026
Oxidative Phosphorylation,0.088674212,-0.327737441,-1.378290395,CYB5A;TIMM13;TIMM8B;ATP5F1C;FXN;SLC25A11;ECH1;NDUFB3;ACADM;SLC25A5;MTX2;NDUFS2;PDHB;ETFB;NDUFB5;NDUFA7;ATP6V1D;LDHB;UQCRC2;MDH1;SDHD;VDAC1;ATP5PF;NDUFB2;MRPL15;SUCLG1;MRPS12;NDUFB6;ATP5MC3;MRPS11;TIMM9;BDH2;NDUFA2;PDP1;NDUFA8;NDUFA9;TIMM10;MAOB;NDUFB8;ATP5PO;MRPL34;COX7A2L;MTRF1;ATP5MC1;NDUFC2;NDUFS6;SLC25A3;PHB2;COX7B;ATP5MF;CYCS;NDUFB1;NDUFS4;NDUFB4,age_changes_CD8_memory_02032026
Notch Signaling,0.097351574,-0.450901271,-1.382441379,DLL1;LFNG;DTX1;HES1;MAML2;PRKCA;NOTCH1;RBX1;KAT2A,age_changes_CD8_memory_02032026
Myc Targets V1,0.12842610429551524,-0.31147171,-1.318576123,MYC;LSM2;CCT2;NME1;PCNA;PSMA4;CCT5;NOP56;YWHAE;TRIM28;IMPDH2;PSMA1;CCT3;EIF3J;SERBP1;TYMS;PSMC6;POLD2;GNL3;PSMA7;EIF2S2;PHB;HDGF;HNRNPD;FAM120A;CDC20;DDX21;VDAC1;HSPD1;COPS5;VBP1;APEX1;C1QBP;EIF3B;HDAC2;PSMA2;TXNL4A;NOP16;UBE2E1;PSMD8;PSMB2;PCBP1;ABCE1;NHP2;CLNS1A;RANBP1;SLC25A3;SSBP1;PHB2;SRM;SRSF3;SET;PSMC4;EIF2S1;HSPE1,age_changes_CD8_memory_02032026
Cholesterol Homeostasis,0.1309667709518392,0.30589964348553556,1.2779470656649239,ANTXR2;CLU;ACSS2;ANXA5;LGALS3;DHCR7;ABCA2;ERRFI1;SREBF2;LSS;CTNNB1;ATF3;CXCL16;MVD;GUSB;ETHE1;PLAUR;PNRC1;CYP51A1;ALCAM,age_changes_CD8_memory_02032026
Apical Junction,0.14416302417020938,0.254881896,1.2430545372386923,VCAM1;SGCE;SKAP2;TGFBI;SORBS3;VCAN;CTNNA1;ACTN4;INSIG1;ITGB1;MSN;MYH9;EXOC4;AKT3;ZYX;BMP1;MPP5;ADAM15;MAP3K20;NF1;NEXN;TRAF1;MVD;B4GALT1;ITGB4;VCL;CD99;PIK3CB;CTNND1;NECTIN3;ARHGEF6;CD274;AMIGO2;PECAM1;SIRPA;CDK8;GTF2F1;SHC1;WASL;ICAM1;IKBKG,age_changes_CD8_memory_02032026
KRAS Signaling Up,0.1520088063034593,0.2576034357288846,1.2433509177351334,IGFBP3;NAP1L2;CFH;PRDM1;CDADC1;IL10RA;TNFRSF1B;CTSS;LCP1;RABGAP1L;MAP4K1;PCSK1N;CAB39L;CD37;WNT7A;ADAM8;PRELID3B;TRAF1;G0S2;BPGM;GALNT3;ITGB2;CLEC4A;TLR8;PECAM1;PLAUR;EPB41L3;CSF2RA;SCN1B;HDAC9;PPBP;ETV1;ZNF639;LAPTM5,age_changes_CD8_memory_02032026
Fatty Acid Metabolism,0.15311907470610545,0.2613231560156002,1.2298526856059433,GLUL;LGALS1;ENO2;PCBD1;GABARAPL1;RAP1GDS1;ACSL1;CD36;ACSL5;LTC4S;RETSAT;ELOVL5;SERINC1;ADIPOR2;ACSM3;SUCLG2;S100A10;BLVRA;HSD17B11;DHCR24;ACADVL;G0S2;SDHA;ACO2;SLC22A5;ALDOA;PRDX6;MIF;DLST;ALDH1A1;PTPRG;ODC1;ERP29;NCAPH2;CD1D;PTS;ACOT2;ACSL4,age_changes_CD8_memory_02032026
UV Response Dn,0.15991322581364742,0.2696104246673669,1.2441122102081488,INPP4B;FYN;ANXA2;ANXA4;TGFBR3;BHLHE40;INSIG1;SYNE1;SCN8A;PIAS3;SMAD3;ACVR2A;ATXN1;NOTCH2;PTPRM;SFMBT1;NR1D2;BMPR1A;AKT3;SRI;PDLIM5;MT1E;PRKCE;ATP2B4,age_changes_CD8_memory_02032026
Estrogen Response Late,0.1653325560174389,-0.306915197,-1.27499308,TIAM1;FAM102A;MYB;CD9;FLNB;NRIP1;CLIC3;MOCS2;NAB2;ETFB;RABEP1;MEST;TSPAN13;CA2;SGK1;NBL1;KLF4;RBBP8;KCNK5;PRKAR2B;FKBP4;CDC20;IL6ST;CDH1;GINS2;TST;SORD;ARL3;EGR3;IGFBP4;HOMER2;NXT1;FABP5;FARP1;TPD52L1;GALE,age_changes_CD8_memory_02032026
Adipogenesis,0.17913574227567403,0.2444056905392456,1.201552459954673,RAB34;BAZ2A;GPAT4;MGST3;PLIN2;STOM;DHCR7;RNF11;CD36;RIOK3;BCL2L13;CD151;LTC4S;IFNGR1;CD302;DHRS7;RETSAT;TANK;ADIPOR2;NDUFB7;NDUFA5;APLP2;GPHN;FAH;SLC5A6;ACO2;CMPK1;ALDOA;PFKL;MCCC1;SLC25A1;RMDN3;QDPR;CMBL;COX8A;CHUK;PDCD4;ACLY;ALDH2;PGM1;DLAT;DNAJB9;SCP2;REEP5;UBC;TOB1;BCKDHA;UQCRC1;GHITM;BCL6,age_changes_CD8_memory_02032026
Bile Acid Metabolism,0.24789368683121465,0.25603269531264783,1.1402073663011218,NR3C2;OPTN;ABCA2;GSTK1;ACSL1;ACSL5;RETSAT;ATXN1;PFKM;ABCA3;APOA1;HSD17B11;DHCR24;NPC1;PEX16,age_changes_CD8_memory_02032026
Reactive Oxygen Species Pathway,0.2571577550246492,0.2922685974975052,1.1416966807998246,PRNP;PDLIM1;SOD2;TXN;LSP1;SCAF4;PFKP;PRDX6;PRDX4;PTPA;MGST1;PRDX2;SELENOS,age_changes_CD8_memory_02032026
Hypoxia,0.2599742447225382,0.23116070236470787,1.1263489806047098,IGFBP3;ENO2;TGFBI;ANXA2;PLIN2;TPD52;BHLHE40;ERRFI1;RRAGD;GPI;HSPA5;IDS;MYH9;MXI1;NDRG1;VHL;PFKP;MT1E;ATF3;RORA;GAA;S100A4;PAM;ALDOA;PFKL;MIF;SLC25A1;NR3C1;FAM162A;DDIT4;PLAUR;PNRC1;XPNPEP1,age_changes_CD8_memory_02032026
TNF-alpha Signaling via NF-kB,0.2867235494880546,0.21992689315994896,1.1066577907118598,BCL2A1;KYNU;SERPINB8;RIPK2;MSC;MAP3K8;CSF1;BHLHE40;CLCF1;SMAD3;SOD2;CCL5;TANK;PANX1;CCL4;RELA;TNIP1;SLC16A6;LITAF;PDLIM5;ATF3;PLEK;DRAM1;TRAF1;TRIP10;PHLDA1;RHOB;EHD1;G0S2;BTG3;B4GALT1;SQSTM1;CFLAR;PLAUR;CEBPB;IL15RA;PNRC1;TNF;ICAM1;MXD1;SAT1;CD44;ZC3H12A;DUSP5;DUSP4;KLF10;DUSP2;BCL6;TUBB2A;TNIP2;PHLDA2;TNFRSF9;RNF19B;KLF9;TRIB1;PER1,age_changes_CD8_memory_02032026
mTORC1 Signaling,0.3051982147545287,0.2224597965791684,1.0932711605638568,SKAP2;HSP90B1;CANX;DHCR7;CCNG1;BHLHE40;GGA2;FGL2;INSIG1;TUBA4A;HSPA9;GPI;HSPA5;ETF1;CALR;ELOVL5;ADIPOR2;RPN1;SLC1A4;PSMD12;YKT6;DHCR24;UCHL5;TBK1;ITGB2;SSR1;ALDOA;UFM1;NUP205;TCEA1;PFKL;GMPS;SQSTM1;DDIT4;QDPR;FADS1;PSME3;CYP51A1;CTSC;GSK3B;RAB1A;ACLY;ARPC5L;P4HA1,age_changes_CD8_memory_02032026
Apical Surface,0.31308241084678273,-0.368548005,-1.17596585,LYPD3;MAL;APP;SULF2;IL2RG;DCBLD2;AKAP7;ATP8B1;GAS1;HSPB1,age_changes_CD8_memory_02032026
E2F Targets,0.3261621717530163,-0.270636145,-1.156944762,MYC;PAICS;CKS2;TP53;SMC4;DCTPP1;NASP;NME1;CKS1B;PCNA;TACC3;NOP56;MKI67;CBX5;POLD2;BARD1;EZH2;HNRNPD;STMN1;AURKB;CDC20;RPA3;CCNB2;BIRC5;DNMT1;MYBL2;TIPIN;SNRPB;UBE2S;KIF2C;TBRG4;RRM2;RPA2;UBE2T;CHEK2;CTCF;MSH2;SMC1A;EXOSC8,age_changes_CD8_memory_02032026
Glycolysis,0.33961151139763196,0.2201156692825027,1.0716750933200974,IGFBP3;ENO2;TGFBI;VCAN;ECD;RRAGD;GFPT1;QSOX1;PKM;TXN;HSPA5;MXI1;GNE;AGL;ARPP19;PFKP;CHPF2;PRPS1;B4GALT1;GUSB;PAM;ALDOA;PGAM1;MIF;PYGL;FAM162A;DDIT4;HS2ST1;GOT2;PLOD1;B3GAT1;IL13RA1;PHKA2;P4HA1;GYS1;AK3;B4GALT4;CD44,age_changes_CD8_memory_02032026
